announcements,withdrawals,nlri_ann,dups,origin_0,origin_2,origin_changes,as_path_max,unique_as_path_max,edit_distance_avg,edit_distance_max,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_unique_dict_0,edit_distance_unique_dict_1,imp_wd,imp_wd_spath,imp_wd_dpath,number_rare_ases,rare_ases_avg,flaps,nadas,label,window_start,window_end
16,0,16,0,13,3,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.18181818181818182,0,0,normal,2001-07-19 05:21:48,2001-07-19 05:21:49
16,2,16,0,10,6,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.3,0,0,normal,2001-07-19 05:21:49,2001-07-19 05:21:50
1,0,1,0,1,0,0,3,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0,0,normal,2001-07-19 05:21:58,2001-07-19 05:21:59
12,4,12,0,10,2,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.2711864406779661,0,0,normal,2001-07-19 05:21:59,2001-07-19 05:22:00
9,1,9,0,8,1,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.09615384615384616,0,0,normal,2001-07-19 05:22:16,2001-07-19 05:22:17
23,0,23,0,21,2,0,13,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.19491525423728814,0,0,normal,2001-07-19 05:22:18,2001-07-19 05:22:19
1,0,1,0,1,0,0,4,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.0,0,0,normal,2001-07-19 05:22:25,2001-07-19 05:22:26
14,1,14,0,14,0,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.3188405797101449,0,0,normal,2001-07-19 05:22:27,2001-07-19 05:22:28
21,2,21,0,20,1,0,14,2,4.5,6,0,0,0,0,3,0,1,0,0,0,0,0,27,0.21428571428571427,0,0,normal,2001-07-19 05:22:46,2001-07-19 05:22:47
14,0,14,0,13,1,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.1125,0,0,normal,2001-07-19 05:22:47,2001-07-19 05:22:48
0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,normal,2001-07-19 05:22:52,2001-07-19 05:22:53
15,8,15,0,14,1,0,13,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.28169014084507044,0,10,normal,2001-07-19 05:22:57,2001-07-19 05:22:58
2,0,2,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,normal,2001-07-19 05:22:58,2001-07-19 05:22:59
0,6,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,normal,2001-07-19 05:23:14,2001-07-19 05:23:15
18,2,18,0,16,2,1,11,2,4.0,4,0,0,0,0,1,0,0,0,0,0,0,0,24,0.21238938053097345,0,0,normal,2001-07-19 05:23:15,2001-07-19 05:23:16
18,4,18,0,18,0,0,14,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.28421052631578947,0,0,normal,2001-07-19 05:23:24,2001-07-19 05:23:25
2,0,2,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,normal,2001-07-19 05:23:30,2001-07-19 05:23:31
39,43,39,0,34,5,0,13,2,3.6666666666666665,10,0,1,1,3,0,0,0,0,1,0,0,0,31,0.14761904761904762,0,10,normal,2001-07-19 05:23:43,2001-07-19 05:23:44
25,0,25,0,22,3,0,13,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.18333333333333332,0,0,normal,2001-07-19 05:23:54,2001-07-19 05:23:55
15,14,15,0,12,3,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.3950617283950617,0,10,normal,2001-07-19 05:24:11,2001-07-19 05:24:12
3,0,3,0,2,1,0,13,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.391304347826087,0,0,normal,2001-07-19 05:24:12,2001-07-19 05:24:13
1,0,1,0,1,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.5,0,0,normal,2001-07-19 05:24:17,2001-07-19 05:24:18
33,13,33,0,30,3,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.1144578313253012,0,0,normal,2001-07-19 05:24:21,2001-07-19 05:24:22
19,2,19,0,15,4,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.2072072072072072,0,0,normal,2001-07-19 05:24:38,2001-07-19 05:24:39
9,0,9,0,8,1,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.13043478260869565,0,0,normal,2001-07-19 05:24:39,2001-07-19 05:24:40
40,2,40,0,35,5,0,12,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.06220095693779904,0,0,normal,2001-07-19 05:24:50,2001-07-19 05:24:51
1,0,1,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,normal,2001-07-19 05:24:58,2001-07-19 05:24:59
1,0,1,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,normal,2001-07-19 05:24:59,2001-07-19 05:25:00
6,0,6,0,6,0,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.23529411764705882,0,0,normal,2001-07-19 05:25:05,2001-07-19 05:25:06
13,2,13,0,13,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.25,0,0,normal,2001-07-19 05:25:07,2001-07-19 05:25:08
1,0,1,0,1,0,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,normal,2001-07-19 05:25:16,2001-07-19 05:25:17
15,0,15,0,15,0,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.12222222222222222,0,0,normal,2001-07-19 05:25:17,2001-07-19 05:25:18
2,0,2,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,normal,2001-07-19 05:25:30,2001-07-19 05:25:31
11,4,11,0,11,0,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.03296703296703297,0,0,normal,2001-07-19 05:25:33,2001-07-19 05:25:34
40,3,40,0,40,0,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.013043478260869565,0,0,normal,2001-07-19 05:25:36,2001-07-19 05:25:37
16,0,16,0,14,2,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.16831683168316833,0,0,normal,2001-07-19 05:25:37,2001-07-19 05:25:38
0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,normal,2001-07-19 05:25:46,2001-07-19 05:25:47
42,0,42,0,38,4,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.10628019323671498,0,1,normal,2001-07-19 05:25:47,2001-07-19 05:25:48
24,1,24,0,23,1,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.06857142857142857,0,0,normal,2001-07-19 05:26:00,2001-07-19 05:26:01
69,1,69,0,69,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.042105263157894736,0,0,normal,2001-07-19 05:26:03,2001-07-19 05:26:04
1,1,1,0,1,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.375,0,10,normal,2001-07-19 05:26:14,2001-07-19 05:26:15
53,21,53,0,53,0,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.032679738562091505,0,0,normal,2001-07-19 05:26:16,2001-07-19 05:26:17
6,1,6,0,6,0,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.39473684210526316,0,0,normal,2001-07-19 05:26:28,2001-07-19 05:26:29
58,1,58,0,55,3,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.06666666666666667,0,0,normal,2001-07-19 05:26:32,2001-07-19 05:26:33
38,1,38,0,37,1,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.020512820512820513,0,0,normal,2001-07-19 05:26:42,2001-07-19 05:26:43
1,0,1,0,1,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.375,0,0,normal,2001-07-19 05:26:44,2001-07-19 05:26:45
19,2,19,0,19,0,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.08,0,0,normal,2001-07-19 05:26:58,2001-07-19 05:26:59
54,4,54,0,46,6,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.08041958041958042,0,0,normal,2001-07-19 05:26:59,2001-07-19 05:27:00
0,7,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,normal,2001-07-19 05:27:11,2001-07-19 05:27:12
7,0,7,0,4,3,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.2549019607843137,0,0,normal,2001-07-19 05:27:12,2001-07-19 05:27:13
37,2,37,0,32,5,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.09259259259259259,0,0,normal,2001-07-19 05:27:26,2001-07-19 05:27:27
1,0,1,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,normal,2001-07-19 05:27:30,2001-07-19 05:27:31
1,0,1,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,normal,2001-07-19 05:27:31,2001-07-19 05:27:32
0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,normal,2001-07-19 05:27:38,2001-07-19 05:27:39
0,7,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,normal,2001-07-19 05:27:40,2001-07-19 05:27:41
19,0,19,0,14,5,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.06569343065693431,0,0,normal,2001-07-19 05:27:41,2001-07-19 05:27:42
27,8,27,0,25,2,0,13,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.14606741573033707,1,0,normal,2001-07-19 05:27:55,2001-07-19 05:27:56
31,2,31,0,31,0,0,13,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.16666666666666666,0,0,normal,2001-07-19 05:28:10,2001-07-19 05:28:11
0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,normal,2001-07-19 05:28:22,2001-07-19 05:28:23
26,12,26,0,25,1,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.12280701754385964,0,0,normal,2001-07-19 05:28:23,2001-07-19 05:28:24
17,1,17,0,16,1,0,13,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.25,0,1,normal,2001-07-19 05:28:37,2001-07-19 05:28:38
57,7,57,0,51,6,0,12,2,4.666666666666667,6,0,0,1,0,0,0,2,0,0,0,0,0,42,0.12883435582822086,0,0,normal,2001-07-19 05:28:52,2001-07-19 05:28:53
2,0,2,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,normal,2001-07-19 05:28:59,2001-07-19 05:29:00
0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,normal,2001-07-19 05:29:04,2001-07-19 05:29:05
35,4,35,0,33,2,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.08387096774193549,0,0,normal,2001-07-19 05:29:06,2001-07-19 05:29:07
41,2,41,0,37,4,0,13,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.12448132780082988,0,0,normal,2001-07-19 05:29:18,2001-07-19 05:29:19
14,4,14,0,14,0,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.052083333333333336,0,0,normal,2001-07-19 05:29:21,2001-07-19 05:29:22
2,1,2,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,normal,2001-07-19 05:29:31,2001-07-19 05:29:32
1,0,1,0,1,0,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,normal,2001-07-19 05:29:32,2001-07-19 05:29:33
188,4,188,0,177,11,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.043580683156654886,0,0,normal,2001-07-19 05:29:35,2001-07-19 05:29:36
36,11,36,0,36,0,0,12,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.12060301507537688,7,0,normal,2001-07-19 05:29:48,2001-07-19 05:29:49
0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,normal,2001-07-19 05:30:00,2001-07-19 05:30:01
72,8,72,0,67,5,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.06542056074766354,0,1,normal,2001-07-19 05:30:05,2001-07-19 05:30:06
21,4,21,0,21,0,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.1623931623931624,0,0,normal,2001-07-19 05:30:13,2001-07-19 05:30:14
3,2,3,0,2,1,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.26666666666666666,0,10,normal,2001-07-19 05:30:17,2001-07-19 05:30:18
0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,normal,2001-07-19 05:30:34,2001-07-19 05:30:35
27,0,27,0,27,0,0,12,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.12781954887218044,0,0,normal,2001-07-19 05:30:35,2001-07-19 05:30:36
52,7,52,0,52,0,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.0794979079497908,0,0,normal,2001-07-19 05:30:42,2001-07-19 05:30:43
2,0,2,0,2,0,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.8888888888888888,0,0,normal,2001-07-19 05:30:45,2001-07-19 05:30:46
0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,normal,2001-07-19 05:30:56,2001-07-19 05:30:57
2,0,2,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,normal,2001-07-19 05:30:59,2001-07-19 05:31:00
94,22,94,0,90,4,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.03488372093023256,0,1,normal,2001-07-19 05:31:04,2001-07-19 05:31:05
100,8,100,0,98,2,0,13,2,7.0,7,0,0,0,0,0,0,0,0,0,0,0,0,33,0.07710280373831775,2,0,normal,2001-07-19 05:31:12,2001-07-19 05:31:13
84,13,84,0,81,1,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.045871559633027525,0,0,normal,2001-07-19 05:31:31,2001-07-19 05:31:32
50,3,50,0,49,1,0,14,2,1.5,3,0,3,0,1,0,0,0,0,3,0,0,0,21,0.084,0,0,normal,2001-07-19 05:31:40,2001-07-19 05:31:41
3,1,3,0,2,1,0,4,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.2727272727272727,0,0,normal,2001-07-19 05:31:53,2001-07-19 05:31:54
64,3,64,0,63,1,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.05113636363636364,0,0,normal,2001-07-19 05:31:59,2001-07-19 05:32:00
34,6,34,0,32,2,0,8,2,2.8333333333333335,3,0,0,1,5,0,0,0,0,0,0,0,0,23,0.11979166666666667,0,0,normal,2001-07-19 05:32:10,2001-07-19 05:32:11
1,0,1,0,1,0,0,3,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0,0,normal,2001-07-19 05:32:22,2001-07-19 05:32:23
22,3,22,0,22,0,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.14678899082568808,0,0,normal,2001-07-19 05:32:27,2001-07-19 05:32:28
2,0,2,0,2,0,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5882352941176471,0,0,normal,2001-07-19 05:32:36,2001-07-19 05:32:37
97,6,97,0,92,5,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0.07750472589792061,0,0,normal,2001-07-19 05:32:37,2001-07-19 05:32:38
1,2,1,0,1,0,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,10,normal,2001-07-19 05:32:50,2001-07-19 05:32:51
53,3,53,0,52,1,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.13026819923371646,0,0,normal,2001-07-19 05:32:57,2001-07-19 05:32:58
2,0,2,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,normal,2001-07-19 05:32:59,2001-07-19 05:33:00
60,0,60,0,57,3,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.05687203791469194,0,0,normal,2001-07-19 05:33:03,2001-07-19 05:33:04
118,1,118,0,116,2,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.06390977443609022,0,0,normal,2001-07-19 05:33:05,2001-07-19 05:33:06
2,0,2,0,2,0,0,4,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.5,0,0,normal,2001-07-19 05:33:18,2001-07-19 05:33:19
80,21,80,0,78,2,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.032407407407407406,0,0,normal,2001-07-19 05:33:25,2001-07-19 05:33:26
17,0,17,0,14,1,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.175,0,0,normal,2001-07-19 05:33:31,2001-07-19 05:33:32
101,3,101,0,99,2,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.026929982046678635,0,0,normal,2001-07-19 05:33:33,2001-07-19 05:33:34
4,2,4,0,4,0,0,3,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,normal,2001-07-19 05:33:46,2001-07-19 05:33:47
36,0,36,0,30,6,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.09497206703910614,0,0,normal,2001-07-19 05:33:51,2001-07-19 05:33:52
3,2,3,0,1,2,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.3333333333333333,0,10,normal,2001-07-19 05:33:57,2001-07-19 05:33:58
27,5,27,0,25,2,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.08163265306122448,0,0,normal,2001-07-19 05:34:01,2001-07-19 05:34:02
23,5,23,0,19,4,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.05303030303030303,0,1,normal,2001-07-19 05:34:18,2001-07-19 05:34:19
8,0,8,0,7,1,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.16666666666666666,0,0,normal,2001-07-19 05:34:25,2001-07-19 05:34:26
18,2,18,0,16,2,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.14953271028037382,0,0,normal,2001-07-19 05:34:27,2001-07-19 05:34:28
0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,normal,2001-07-19 05:34:45,2001-07-19 05:34:46
5,0,5,0,5,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.13636363636363635,0,0,normal,2001-07-19 05:34:46,2001-07-19 05:34:47
21,7,21,0,20,1,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.1452991452991453,0,0,normal,2001-07-19 05:34:47,2001-07-19 05:34:48
60,3,60,0,55,5,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.04466501240694789,0,0,normal,2001-07-19 05:34:53,2001-07-19 05:34:54
1,0,1,0,1,0,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.5555555555555556,0,0,normal,2001-07-19 05:34:54,2001-07-19 05:34:55
41,9,41,0,38,3,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.0684931506849315,0,0,normal,2001-07-19 05:34:55,2001-07-19 05:34:56
2,0,2,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,normal,2001-07-19 05:34:59,2001-07-19 05:35:00
11,2,11,0,10,1,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.16129032258064516,0,0,normal,2001-07-19 05:35:13,2001-07-19 05:35:14
27,0,27,0,25,2,0,12,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.07971014492753623,0,0,normal,2001-07-19 05:35:14,2001-07-19 05:35:15
3,1,3,0,3,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,normal,2001-07-19 05:35:15,2001-07-19 05:35:16
32,2,32,0,30,2,0,13,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.12021857923497267,0,0,normal,2001-07-19 05:35:22,2001-07-19 05:35:23
52,1,52,0,48,4,0,13,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.046511627906976744,0,0,normal,2001-07-19 05:35:23,2001-07-19 05:35:24
2,0,2,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,normal,2001-07-19 05:35:31,2001-07-19 05:35:32
13,8,13,0,11,2,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.11956521739130435,0,11,normal,2001-07-19 05:35:42,2001-07-19 05:35:43
6,1,6,0,4,2,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.40476190476190477,0,0,normal,2001-07-19 05:35:49,2001-07-19 05:35:50
43,15,43,0,41,2,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.07058823529411765,0,0,normal,2001-07-19 05:35:51,2001-07-19 05:35:52
0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,normal,2001-07-19 05:36:09,2001-07-19 05:36:10
18,10,18,0,18,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.1326530612244898,0,10,normal,2001-07-19 05:36:10,2001-07-19 05:36:11
20,18,20,0,20,0,0,11,2,3.0,3,0,0,0,1,0,0,0,0,0,0,0,0,29,0.1858974358974359,0,10,normal,2001-07-19 05:36:18,2001-07-19 05:36:19
2,2,2,0,2,0,0,4,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.0,0,10,normal,2001-07-19 05:36:36,2001-07-19 05:36:37
21,7,21,0,19,2,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0784313725490196,0,0,normal,2001-07-19 05:36:37,2001-07-19 05:36:38
15,3,15,0,13,2,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.10091743119266056,0,0,normal,2001-07-19 05:36:47,2001-07-19 05:36:48
42,1,42,0,39,3,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.07371794871794872,0,0,normal,2001-07-19 05:36:48,2001-07-19 05:36:49
2,0,2,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,normal,2001-07-19 05:36:59,2001-07-19 05:37:00
2,0,2,0,2,0,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.3,0,0,normal,2001-07-19 05:37:04,2001-07-19 05:37:05
19,6,19,0,16,3,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.12903225806451613,0,0,normal,2001-07-19 05:37:06,2001-07-19 05:37:07
11,0,11,0,8,3,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.30434782608695654,0,0,normal,2001-07-19 05:37:15,2001-07-19 05:37:16
35,1,35,0,28,7,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.09615384615384616,0,0,normal,2001-07-19 05:37:16,2001-07-19 05:37:17
2,0,2,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,normal,2001-07-19 05:37:31,2001-07-19 05:37:32
1,0,1,0,1,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.5,0,0,normal,2001-07-19 05:37:32,2001-07-19 05:37:33
40,20,40,0,34,6,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.05106382978723404,0,0,normal,2001-07-19 05:37:35,2001-07-19 05:37:36
123,2,123,0,121,2,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.03557312252964427,0,0,normal,2001-07-19 05:37:43,2001-07-19 05:37:44
22,10,22,0,19,3,0,13,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.06629834254143646,0,0,normal,2001-07-19 05:37:45,2001-07-19 05:37:46
8,0,8,0,7,1,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.32432432432432434,0,0,normal,2001-07-19 05:38:01,2001-07-19 05:38:02
51,1,51,0,47,4,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.07194244604316546,0,0,normal,2001-07-19 05:38:11,2001-07-19 05:38:12
10,9,10,0,10,0,0,13,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.08080808080808081,0,10,normal,2001-07-19 05:38:14,2001-07-19 05:38:15
114,4,114,0,111,3,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.0437375745526839,0,1,normal,2001-07-19 05:38:27,2001-07-19 05:38:28
50,3,50,0,47,3,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.03558718861209965,0,0,normal,2001-07-19 05:38:40,2001-07-19 05:38:41
23,2,23,0,22,1,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.025157232704402517,0,0,normal,2001-07-19 05:38:44,2001-07-19 05:38:45
0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,normal,2001-07-19 05:38:54,2001-07-19 05:38:55
17,13,17,0,17,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.08035714285714286,0,10,normal,2001-07-19 05:38:58,2001-07-19 05:38:59
2,0,2,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,normal,2001-07-19 05:38:59,2001-07-19 05:39:00
35,7,35,0,34,1,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.058823529411764705,0,0,normal,2001-07-19 05:39:11,2001-07-19 05:39:12
6,0,6,0,6,0,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.38095238095238093,0,0,normal,2001-07-19 05:39:12,2001-07-19 05:39:13
