announcements,withdrawals,nlri_ann,dups,origin_0,origin_2,origin_changes,as_path_max,unique_as_path_max,edit_distance_avg,edit_distance_max,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_unique_dict_0,edit_distance_unique_dict_1,imp_wd,imp_wd_spath,imp_wd_dpath,number_rare_ases,rare_ases_avg,flaps,nadas,label,window_start,window_end
30,2,30,0,28,2,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.08208955223880597,0,0,normal,2001-07-19 10:37:45,2001-07-19 10:37:46
2,0,2,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,normal,2001-07-19 10:37:52,2001-07-19 10:37:53
2,0,2,0,0,2,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.8461538461538461,0,0,normal,2001-07-19 10:37:53,2001-07-19 10:37:54
0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,normal,2001-07-19 10:38:03,2001-07-19 10:38:04
4,2,4,0,1,3,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.30434782608695654,0,1,normal,2001-07-19 10:38:13,2001-07-19 10:38:14
11,5,11,0,10,1,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.3018867924528302,0,0,normal,2001-07-19 10:38:15,2001-07-19 10:38:16
1,3,1,0,0,1,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.8333333333333334,0,10,normal,2001-07-19 10:38:23,2001-07-19 10:38:24
7,2,7,0,3,4,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.47368421052631576,0,0,normal,2001-07-19 10:38:43,2001-07-19 10:38:44
22,3,22,0,18,4,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.15384615384615385,0,0,normal,2001-07-19 10:38:46,2001-07-19 10:38:47
2,0,2,0,0,2,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.5,0,0,normal,2001-07-19 10:38:51,2001-07-19 10:38:52
1,0,1,0,1,0,0,4,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.75,0,0,normal,2001-07-19 10:38:59,2001-07-19 10:39:00
7,0,7,0,4,3,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.40540540540540543,0,0,normal,2001-07-19 10:39:12,2001-07-19 10:39:13
20,0,20,0,18,2,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.15555555555555556,0,0,normal,2001-07-19 10:39:15,2001-07-19 10:39:16
8,0,8,0,8,0,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.17647058823529413,0,0,normal,2001-07-19 10:39:16,2001-07-19 10:39:17
1,0,1,0,0,1,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.8333333333333334,0,0,normal,2001-07-19 10:39:17,2001-07-19 10:39:18
1,0,1,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,normal,2001-07-19 10:39:18,2001-07-19 10:39:19
1,0,1,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,normal,2001-07-19 10:39:19,2001-07-19 10:39:20
2,1,2,0,1,1,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.7777777777777778,0,0,normal,2001-07-19 10:39:28,2001-07-19 10:39:29
70,6,70,0,56,14,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.07876712328767123,0,0,normal,2001-07-19 10:39:41,2001-07-19 10:39:42
27,9,27,0,19,8,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.18543046357615894,0,0,normal,2001-07-19 10:39:42,2001-07-19 10:39:43
3,3,3,0,1,2,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.6842105263157895,0,10,normal,2001-07-19 10:39:47,2001-07-19 10:39:48
2,0,2,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,normal,2001-07-19 10:39:52,2001-07-19 10:39:53
0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,normal,2001-07-19 10:39:54,2001-07-19 10:39:55
37,5,37,0,35,2,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.10191082802547771,0,0,normal,2001-07-19 10:40:08,2001-07-19 10:40:09
41,2,41,0,33,8,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.10138248847926268,0,0,normal,2001-07-19 10:40:11,2001-07-19 10:40:12
2,0,2,0,1,1,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9090909090909091,0,0,normal,2001-07-19 10:40:16,2001-07-19 10:40:17
1,2,1,0,1,0,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.0,0,11,normal,2001-07-19 10:40:24,2001-07-19 10:40:25
31,12,31,0,26,5,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.0625,0,0,normal,2001-07-19 10:40:35,2001-07-19 10:40:36
40,0,40,0,37,3,0,12,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.10833333333333334,0,0,normal,2001-07-19 10:40:41,2001-07-19 10:40:42
8,6,8,0,6,2,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.16071428571428573,0,10,normal,2001-07-19 10:40:44,2001-07-19 10:40:45
1,2,1,0,1,0,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2857142857142857,0,10,normal,2001-07-19 10:40:53,2001-07-19 10:40:54
14,3,14,0,11,3,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.21686746987951808,0,0,normal,2001-07-19 10:41:03,2001-07-19 10:41:04
64,0,64,0,54,10,0,11,2,3.5,7,0,1,0,3,1,0,0,0,1,0,0,0,24,0.07717041800643087,0,0,normal,2001-07-19 10:41:10,2001-07-19 10:41:11
2,0,2,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,normal,2001-07-19 10:41:19,2001-07-19 10:41:20
2,0,2,0,1,1,0,4,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.8571428571428571,0,0,normal,2001-07-19 10:41:20,2001-07-19 10:41:21
21,10,21,0,20,1,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.18691588785046728,0,0,normal,2001-07-19 10:41:31,2001-07-19 10:41:32
54,1,54,0,51,3,0,14,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.12110726643598616,0,0,normal,2001-07-19 10:41:38,2001-07-19 10:41:39
13,2,13,0,11,2,0,13,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.14457831325301204,0,0,normal,2001-07-19 10:41:40,2001-07-19 10:41:41
2,0,2,0,1,1,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.5833333333333334,0,0,normal,2001-07-19 10:41:46,2001-07-19 10:41:47
1,0,1,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,normal,2001-07-19 10:41:52,2001-07-19 10:41:53
1,0,1,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,normal,2001-07-19 10:41:53,2001-07-19 10:41:54
20,2,20,0,19,1,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.16101694915254236,0,0,normal,2001-07-19 10:41:58,2001-07-19 10:41:59
27,0,27,0,26,1,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.18791946308724833,0,0,normal,2001-07-19 10:42:03,2001-07-19 10:42:04
25,1,25,0,24,1,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.05421686746987952,0,0,normal,2001-07-19 10:42:07,2001-07-19 10:42:08
2,1,2,0,2,0,0,3,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,0,0,normal,2001-07-19 10:42:16,2001-07-19 10:42:17
36,0,36,0,33,3,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.11235955056179775,0,0,normal,2001-07-19 10:42:28,2001-07-19 10:42:29
40,1,40,0,36,4,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.09565217391304348,0,0,normal,2001-07-19 10:42:33,2001-07-19 10:42:34
20,4,20,0,13,7,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.07086614173228346,0,0,normal,2001-07-19 10:42:35,2001-07-19 10:42:36
1,0,1,0,1,0,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.8,0,0,normal,2001-07-19 10:42:45,2001-07-19 10:42:46
19,2,19,0,15,4,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0660377358490566,0,0,normal,2001-07-19 10:42:57,2001-07-19 10:42:58
22,5,22,0,17,5,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.06722689075630252,0,0,normal,2001-07-19 10:43:01,2001-07-19 10:43:02
2,0,2,0,1,1,0,12,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.6111111111111112,0,0,normal,2001-07-19 10:43:02,2001-07-19 10:43:03
19,0,19,0,15,4,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.07317073170731707,0,0,normal,2001-07-19 10:43:04,2001-07-19 10:43:05
2,0,2,0,2,0,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.5,0,0,normal,2001-07-19 10:43:14,2001-07-19 10:43:15
2,0,2,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,normal,2001-07-19 10:43:19,2001-07-19 10:43:20
5,15,5,0,3,2,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.2727272727272727,0,10,normal,2001-07-19 10:43:25,2001-07-19 10:43:26
23,3,23,0,21,2,0,16,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.09859154929577464,0,0,normal,2001-07-19 10:43:31,2001-07-19 10:43:32
4,0,4,0,2,2,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.36,0,0,normal,2001-07-19 10:43:33,2001-07-19 10:43:34
2,0,2,0,2,0,0,4,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.8571428571428571,0,0,normal,2001-07-19 10:43:41,2001-07-19 10:43:42
15,6,15,0,7,8,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.16279069767441862,0,0,normal,2001-07-19 10:43:52,2001-07-19 10:43:53
2,0,2,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,normal,2001-07-19 10:43:53,2001-07-19 10:43:54
40,0,40,0,27,13,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.09547738693467336,0,0,normal,2001-07-19 10:44:00,2001-07-19 10:44:01
20,4,20,0,9,11,0,14,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.05970149253731343,0,0,normal,2001-07-19 10:44:02,2001-07-19 10:44:03
2,3,2,0,2,0,0,4,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.8571428571428571,0,10,normal,2001-07-19 10:44:10,2001-07-19 10:44:11
35,2,35,0,10,25,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.10714285714285714,0,0,normal,2001-07-19 10:44:17,2001-07-19 10:44:18
41,0,41,0,40,1,0,12,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.12380952380952381,0,0,normal,2001-07-19 10:44:27,2001-07-19 10:44:28
12,0,12,0,3,9,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.16129032258064516,0,0,normal,2001-07-19 10:44:29,2001-07-19 10:44:30
3,1,3,0,3,0,0,4,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.7272727272727273,0,0,normal,2001-07-19 10:44:40,2001-07-19 10:44:41
56,1,56,0,41,15,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.05970149253731343,0,0,normal,2001-07-19 10:44:46,2001-07-19 10:44:47
34,6,34,0,14,20,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.16113744075829384,0,0,normal,2001-07-19 10:44:54,2001-07-19 10:44:55
8,0,8,0,7,1,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.3409090909090909,0,0,normal,2001-07-19 10:44:58,2001-07-19 10:44:59
1,0,1,0,1,0,0,4,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.0,0,0,normal,2001-07-19 10:45:07,2001-07-19 10:45:08
33,14,33,0,28,5,0,12,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.12686567164179105,0,1,normal,2001-07-19 10:45:14,2001-07-19 10:45:15
2,0,2,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,normal,2001-07-19 10:45:19,2001-07-19 10:45:20
46,0,46,0,42,4,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.1018867924528302,0,0,normal,2001-07-19 10:45:23,2001-07-19 10:45:24
5,0,5,0,4,1,0,13,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.675,0,0,normal,2001-07-19 10:45:25,2001-07-19 10:45:26
0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,normal,2001-07-19 10:45:34,2001-07-19 10:45:35
43,7,43,0,43,0,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.09195402298850575,0,0,normal,2001-07-19 10:45:41,2001-07-19 10:45:42
28,1,28,0,27,1,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.12837837837837837,0,0,normal,2001-07-19 10:45:49,2001-07-19 10:45:50
13,0,13,0,11,2,0,14,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.15053763440860216,0,0,normal,2001-07-19 10:45:51,2001-07-19 10:45:52
2,0,2,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,normal,2001-07-19 10:45:53,2001-07-19 10:45:54
32,14,32,0,31,1,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.13392857142857142,0,0,normal,2001-07-19 10:46:08,2001-07-19 10:46:09
30,7,30,0,25,5,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.17777777777777778,0,0,normal,2001-07-19 10:46:15,2001-07-19 10:46:16
9,1,9,0,8,1,0,12,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0967741935483871,0,0,normal,2001-07-19 10:46:20,2001-07-19 10:46:21
24,57,24,0,22,2,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.14285714285714285,0,11,normal,2001-07-19 10:46:37,2001-07-19 10:46:38
46,5,46,0,38,8,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.07984790874524715,0,0,normal,2001-07-19 10:46:45,2001-07-19 10:46:46
3,4,3,0,3,0,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.5454545454545454,0,10,normal,2001-07-19 10:46:48,2001-07-19 10:46:49
0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,normal,2001-07-19 10:47:00,2001-07-19 10:47:01
1,0,1,0,1,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.5,0,0,normal,2001-07-19 10:47:03,2001-07-19 10:47:04
37,0,37,0,37,0,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.07281553398058252,0,0,normal,2001-07-19 10:47:04,2001-07-19 10:47:05
49,2,49,0,42,7,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0.12087912087912088,0,0,normal,2001-07-19 10:47:14,2001-07-19 10:47:15
16,1,16,0,16,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.035398230088495575,0,0,normal,2001-07-19 10:47:15,2001-07-19 10:47:16
2,0,2,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,normal,2001-07-19 10:47:19,2001-07-19 10:47:20
1,0,1,0,0,1,0,4,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.0,0,0,normal,2001-07-19 10:47:27,2001-07-19 10:47:28
25,27,25,0,21,4,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0641025641025641,0,10,normal,2001-07-19 10:47:32,2001-07-19 10:47:33
63,9,63,0,56,7,0,11,2,3.7142857142857144,5,0,0,2,1,1,3,0,0,0,0,0,0,31,0.1111111111111111,0,0,normal,2001-07-19 10:47:42,2001-07-19 10:47:43
2,0,2,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,normal,2001-07-19 10:47:53,2001-07-19 10:47:54
3,2,3,0,3,0,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,10,normal,2001-07-19 10:47:56,2001-07-19 10:47:57
72,2,72,0,58,14,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.030555555555555555,0,0,normal,2001-07-19 10:48:02,2001-07-19 10:48:03
36,2,36,0,31,5,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.14423076923076922,0,0,normal,2001-07-19 10:48:08,2001-07-19 10:48:09
7,0,7,0,5,2,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.4230769230769231,0,0,normal,2001-07-19 10:48:12,2001-07-19 10:48:13
4,0,4,0,4,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.07407407407407407,0,0,normal,2001-07-19 10:48:25,2001-07-19 10:48:26
8,15,8,0,8,0,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.17777777777777778,0,10,normal,2001-07-19 10:48:29,2001-07-19 10:48:30
93,4,93,0,93,0,0,16,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.0599250936329588,0,0,normal,2001-07-19 10:48:36,2001-07-19 10:48:37
6,6,6,0,6,0,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.23076923076923078,0,10,normal,2001-07-19 10:48:39,2001-07-19 10:48:40
1,2,1,0,1,0,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.0,0,10,normal,2001-07-19 10:48:53,2001-07-19 10:48:54
39,0,39,0,38,1,0,16,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.14285714285714285,0,0,normal,2001-07-19 10:48:57,2001-07-19 10:48:58
73,10,73,0,73,0,0,15,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.046251993620414676,0,0,normal,2001-07-19 10:49:05,2001-07-19 10:49:06
12,2,12,0,11,1,0,16,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.1875,0,0,normal,2001-07-19 10:49:06,2001-07-19 10:49:07
2,0,2,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,normal,2001-07-19 10:49:19,2001-07-19 10:49:20
1,4,1,0,1,0,0,4,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.0,0,10,normal,2001-07-19 10:49:20,2001-07-19 10:49:21
27,57,27,0,26,1,0,16,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.12716763005780346,0,10,normal,2001-07-19 10:49:23,2001-07-19 10:49:24
78,2,78,0,77,1,0,18,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.03014416775884666,0,0,normal,2001-07-19 10:49:35,2001-07-19 10:49:36
21,3,21,0,19,2,0,16,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.017964071856287425,0,0,normal,2001-07-19 10:49:36,2001-07-19 10:49:37
3,0,3,0,3,0,0,4,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.25,0,0,normal,2001-07-19 10:49:46,2001-07-19 10:49:47
30,1,30,0,29,1,0,12,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.11038961038961038,0,0,normal,2001-07-19 10:49:52,2001-07-19 10:49:53
2,0,2,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,normal,2001-07-19 10:49:53,2001-07-19 10:49:54
23,1,23,0,22,1,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.18548387096774194,0,0,normal,2001-07-19 10:50:03,2001-07-19 10:50:04
15,0,15,0,13,2,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.20987654320987653,0,0,normal,2001-07-19 10:50:04,2001-07-19 10:50:05
14,3,14,0,12,2,0,16,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.04838709677419355,0,0,normal,2001-07-19 10:50:05,2001-07-19 10:50:06
38,4,38,0,35,3,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.07547169811320754,0,0,normal,2001-07-19 10:50:23,2001-07-19 10:50:24
64,10,64,0,64,0,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.0521978021978022,0,0,normal,2001-07-19 10:50:30,2001-07-19 10:50:31
0,5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,normal,2001-07-19 10:50:33,2001-07-19 10:50:34
16,0,16,0,14,2,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.031007751937984496,0,0,normal,2001-07-19 10:50:34,2001-07-19 10:50:35
1,0,1,0,1,0,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0,0,normal,2001-07-19 10:50:44,2001-07-19 10:50:45
112,36,112,0,103,9,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.027559055118110236,0,0,normal,2001-07-19 10:50:53,2001-07-19 10:50:54
10,35,10,0,8,2,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.189873417721519,0,10,normal,2001-07-19 10:50:59,2001-07-19 10:51:00
54,1,54,0,53,1,0,12,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.07958477508650519,0,0,normal,2001-07-19 10:51:00,2001-07-19 10:51:01
0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,normal,2001-07-19 10:51:13,2001-07-19 10:51:14
1,0,1,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,normal,2001-07-19 10:51:19,2001-07-19 10:51:20
1,0,1,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,normal,2001-07-19 10:51:20,2001-07-19 10:51:21
54,33,54,0,53,1,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.07037037037037037,0,10,normal,2001-07-19 10:51:22,2001-07-19 10:51:23
35,4,35,0,35,0,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.027972027972027972,0,0,normal,2001-07-19 10:51:26,2001-07-19 10:51:27
33,3,33,0,29,4,0,13,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.13793103448275862,0,0,normal,2001-07-19 10:51:29,2001-07-19 10:51:30
0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,normal,2001-07-19 10:51:41,2001-07-19 10:51:42
72,10,72,0,63,9,0,14,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.056265984654731455,0,0,normal,2001-07-19 10:51:50,2001-07-19 10:51:51
10,0,10,0,9,1,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.13333333333333333,0,0,normal,2001-07-19 10:51:51,2001-07-19 10:51:52
2,0,2,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,normal,2001-07-19 10:51:53,2001-07-19 10:51:54
13,46,13,0,12,1,0,13,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.16666666666666666,0,10,normal,2001-07-19 10:51:54,2001-07-19 10:51:55
70,2,70,0,60,10,0,12,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.06702412868632708,0,0,normal,2001-07-19 10:51:56,2001-07-19 10:51:57
0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,normal,2001-07-19 10:52:10,2001-07-19 10:52:11
3,0,3,0,3,0,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.35294117647058826,0,0,normal,2001-07-19 10:52:11,2001-07-19 10:52:12
19,5,19,0,19,0,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.08256880733944955,0,1,normal,2001-07-19 10:52:17,2001-07-19 10:52:18
0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,normal,2001-07-19 10:52:22,2001-07-19 10:52:23
88,5,88,0,88,0,0,14,2,3.2,4,0,0,0,20,5,0,0,0,0,0,0,0,29,0.05253623188405797,0,0,normal,2001-07-19 10:52:23,2001-07-19 10:52:24
1,0,1,0,1,0,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.0,0,0,normal,2001-07-19 10:52:36,2001-07-19 10:52:37
46,17,46,0,46,0,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.07392996108949416,0,1,normal,2001-07-19 10:52:47,2001-07-19 10:52:48
25,0,25,0,24,1,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.12121212121212122,0,0,normal,2001-07-19 10:52:49,2001-07-19 10:52:50
67,4,67,0,65,2,0,15,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.055710306406685235,0,0,normal,2001-07-19 10:52:51,2001-07-19 10:52:52
42,0,42,0,42,0,0,14,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.028037383177570093,0,0,normal,2001-07-19 10:53:15,2001-07-19 10:53:16
20,6,20,0,18,2,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.13513513513513514,0,1,normal,2001-07-19 10:53:16,2001-07-19 10:53:17
23,0,23,0,22,1,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.2421875,0,0,normal,2001-07-19 10:53:18,2001-07-19 10:53:19
